strat,params,exit_mode,exit_label,exit_cfg,mh,train_N,train_EV,train_PnL,train_PF,train_WR,test_N,test_EV,test_PnL,test_PF,test_WR,test_max_dd,test_t_stat,full_N,full_EV,full_PnL,full_PF,full_WR,full_max_dd,full_final_equity,full_sharpe,full_t_stat,symbol,tf,combined_N
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 3, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.0_1.0,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.0, ""label"": ""ATR_2.0_1.0""}",24,23,0.392415912903172,9.025565996772956,1.2606133580401184,47.82608695652174,8,0.46844137238661165,3.7475309790928932,1.2531860149682945,50.0,-6.620078787487384,0.27030101877758544,32,0.6043308704873718,19.338587855595897,1.391204029529208,50.0,-9.591630326738915,1.1838140825609846,0.8622032417046741,0.862203241704674,ICPUSDT,4h,31
RSI_OS,"{""rsi_period"": 14, ""rsi_os"": 30, ""vol_filter"": true}",hybrid,HYBRID_1.5_2.5_3.0,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.5, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": 3.0, ""label"": ""HYBRID_1.5_2.5_3.0""}",36,20,1.0243362968984466,20.486725937968934,1.4792352064837226,40.0,16,0.08561204701914438,1.36979275230631,1.0477481502365475,43.75,-12.192551233900483,0.08189193887373875,37,0.49336727347956844,18.254589118744033,1.243269346070522,40.54054054054054,-22.820347071178617,1.1347590649112425,0.5266274702903074,0.5266274702903074,XRPUSDT,4h,36
EMA_CROSS,"{""fast"": 5, ""slow"": 30}",atr,ATR_3.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_3.0_1.5""}",12,36,0.1900623734300884,6.842245443483182,1.111313378315985,44.44444444444444,22,0.5659483036741576,12.450862680831468,1.28733070273504,50.0,-9.177527420828554,0.5082745276225656,60,0.2981004912255777,17.886029473534663,1.162924438656943,46.666666666666664,-14.633466270228304,1.124634894627478,0.5033821541894921,0.503382154189492,ICPUSDT,4h,58
BREAKOUT,"{""breakout_period"": 30}",hybrid,HYBRID_1.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_1.0_2.5_noTP""}",12,25,0.41666213944247765,10.416553486061941,1.305242378856282,36.0,15,0.5090047635155766,7.635071452733648,1.3641616645038703,26.666666666666668,-8.066507063083073,0.3972453398884446,42,0.42192276696749365,17.720756212634733,1.3028368693746224,33.33333333333333,-16.82634085961737,1.1489163094147574,0.6177194391950839,0.6177194391950839,XRPUSDT,4h,40
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_3.0_2.0,"{""mode"": ""atr"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 2.0, ""label"": ""ATR_3.0_2.0""}",12,27,0.6208412133295246,16.762712759897163,1.3566951870120705,51.85185185185185,19,0.12302934372098545,2.3375575306987235,1.0545773985233657,47.368421052631575,-11.20437343400676,0.09967638386041072,48,0.3610309161191467,17.329483973719043,1.1798636117281773,50.0,-14.59331302753756,1.121738329659414,0.500724385973273,0.500724385973273,ICPUSDT,4h,46
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.5_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.5_1.5""}",12,22,0.633124320687297,13.928735055120534,1.4061208296689718,50.0,10,0.5716539736261759,5.716539736261758,1.2663828312825727,50.0,-10.230389079672534,0.3274652587952112,33,0.496948091183499,16.399287009055467,1.2779404716736722,48.484848484848484,-16.51246821496238,1.1397081921702952,0.6259260222938778,0.6259260222938778,ICPUSDT,4h,32
BREAKOUT,"{""breakout_period"": 20}",hybrid,HYBRID_1.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_1.0_2.5_noTP""}",12,34,0.44815814276835786,15.237376854124166,1.3365833117844155,38.23529411764706,20,0.06280323184578715,1.256064636915743,1.0434509779135586,30.0,-13.27511837378359,0.06383950790240227,56,0.28861737080141175,16.16257276487906,1.208273750185598,35.714285714285715,-15.5716671041222,1.123888378413038,0.5230563859973939,0.523056385997394,XRPUSDT,4h,54
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 3, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.0_1.0,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.0, ""label"": ""ATR_2.0_1.0""}",12,23,0.24951457833715207,5.738835301754498,1.1635334069913181,43.47826086956522,8,0.46844137238661165,3.7475309790928932,1.2531860149682945,50.0,-6.620078787487384,0.27030101877758544,32,0.501620536268045,16.05185716057744,1.321717687978813,46.875,-10.997021031401957,1.146104085741039,0.7203580886737712,0.7203580886737713,ICPUSDT,4h,31
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_3.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_3.0_1.5""}",12,22,0.3470267534698769,7.634588576337292,1.1955171681388734,45.45454545454545,10,1.0703795682495352,10.703795682495352,1.498782048393117,50.0,-10.230389079672534,0.5488878963466517,33,0.4573453477729036,15.092396476505819,1.2367285158806605,45.45454545454545,-15.426091917223442,1.1189307181005825,0.5320978867081927,0.5320978867081927,ICPUSDT,4h,32
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.0_1.0,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.0, ""label"": ""ATR_2.0_1.0""}",24,25,0.13925071425585042,3.4812678563962605,1.0866497568809073,44.0,9,0.36015224431470716,3.2413701988323647,1.1892926440270248,44.44444444444444,-9.273679889117597,0.21482735447445533,35,0.37966082671310497,13.288128934958674,1.2319048944822444,45.714285714285715,-12.16078808834784,1.1116668271380674,0.5619144887915773,0.5619144887915773,ICPUSDT,4h,34
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.0_1.0,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.0, ""label"": ""ATR_2.0_1.0""}",36,25,0.13925071425585042,3.4812678563962605,1.0866497568809073,44.0,9,0.36015224431470716,3.2413701988323647,1.1892926440270248,44.44444444444444,-9.273679889117597,0.21482735447445533,35,0.37966082671310497,13.288128934958674,1.2319048944822444,45.714285714285715,-12.16078808834784,1.1116668271380674,0.5619144887915773,0.5619144887915773,ICPUSDT,4h,34
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": true, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",atr,ATR_2.0_1.0,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.0, ""label"": ""ATR_2.0_1.0""}",12,25,0.007781486455112052,0.1945371613778013,1.0047871885154718,40.0,10,0.5065556286001858,5.065556286001858,1.2958232117980297,50.0,-9.273679889117597,0.3527344739796479,36,0.32848845353082523,11.825584327109707,1.2047343342269947,44.44444444444444,-15.586204106396465,1.0968119929538556,0.5117794735240362,0.5117794735240361,ICPUSDT,4h,35
